Drug_targetID,UniProt_ID,DrugBank_ID
DT15814,P47985, DB07401
DT15815,P47985, DB07636
DT15816,P47985, DB07763
DT15817,P47985, DB07778
DT15818,P47985, DB08330
DT15819,P47985, DB08453
DT15820,P47985, DB08690
DT15821,O14957,DB04799
DT15822,O14957, DB07401
DT15823,O14957, DB07763
DT15824,O14957, DB07778
DT15825,O14957, DB08330
DT15826,O14957, DB08453
DT15827,O14957, DB08690
DT15828,P14927,DB04141
DT15829,P14927, DB04799
DT15830,P14927, DB07401
DT15831,P14927, DB07636
DT15832,P14927, DB07763
DT15833,P14927, DB07778
DT15834,P14927, DB08330
DT15835,P14927, DB08453
DT15836,P14927, DB08690
DT15837,Q9UDW1,DB04141
DT15838,Q9UDW1, DB04799
DT15839,Q9UDW1, DB07401
DT15840,Q9UDW1, DB07636
DT15841,Q9UDW1, DB07763
DT15842,Q9UDW1, DB07778
DT15843,Q9UDW1, DB08330
DT15844,Q9UDW1, DB08453
DT15845,Q9UDW1, DB08690
DT15846,Q15118,DB07403
DT15847,Q15118, DB08809
DT15848,Q79FX8,DB07413
DT15849,P0A333,DB07416
DT15850,P20581,DB07418
DT15851,A9JQL9,DB04695
DT15852,A9JQL9, DB07420
DT15853,A9JQL9, DB07424
DT15854,Q59FW3,DB07425
DT15855,Q820T1,DB07429
DT15856,Q9KU37,DB07432
DT15857,Q9KU37, DB08704
DT15858,Q9UBT6,DB07435
DT15859,Q9UBT6, DB07652
DT15860,Q9UBT6, DB08237
DT15861,P52026,DB07435
DT15862,Q9UKQ2,DB02046
DT15863,Q9UKQ2, DB02215
DT15864,Q9UKQ2, DB02255
DT15865,Q9UKQ2, DB02996
DT15866,Q9UKQ2, DB03088
DT15867,Q9UKQ2, DB03880
DT15868,Q9UKQ2, DB08733
DT15869,Q93LE9,DB04310
DT15870,Q819U0,DB04310
DT15871,Q819K2,DB04310
DT15872,Q82ZJ0,DB04310
DT15873,P68771,DB04310
DT15874,P08617,DB04029
DT15875,P08617, DB04634
DT15876,P06441,DB04634
DT15877,O25928,DB07445
DT15878,Q79MP6,DB02154
DT15879,Q79MP6, DB02450
DT15880,P28838,DB02386
DT15881,P28838, DB07448
DT15882,P28838, DB08766
DT15883,Q93RD8,DB03152
DT15884,Q93RD8, DB04147
DT15885,Q02761,DB03152
DT15886,Q02761, DB08690
DT15887,Q02762,DB03152
DT15888,Q02762, DB08690
DT15889,Q02760,DB03152
DT15890,Q02760, DB08690
DT15891,Q16134,DB00331
DT15892,Q16134, DB04141
DT15893,O14983,DB00228
DT15894,O14983, DB03909
DT15895,O14983, DB04444
DT15896,O14983, DB04638
DT15897,O14983, DB07604
DT15898,P41743,DB03777
DT15899,P41743, DB12010
DT15900,Q09013,DB01946
DT15901,Q9KPI8,DB07463
DT15902,Q8P9V9,DB04640
DT15903,Q7Z406,DB01944
DT15904,Q7Z406, DB03126
DT15905,Q7Z406, DB04444
DT15906,Q7Z406, DB07468
DT15907,Q7Z406, DB07469
DT15908,Q7Z406, DB07470
DT15909,Q7Z406, DB08276
DT15910,P62593,DB02614
DT15911,P62593, DB02642
DT15912,P62593, DB02841
DT15913,P62593, DB04035
DT15914,P62593, DB04037
DT15915,P62593, DB04430
DT15916,P62593, DB07464
DT15917,P62593, DB07466
DT15918,P62593, DB07599
DT15919,P62593, DB08551
DT15920,P62593, DB09060
DT15921,P62593, DB12107
DT15922,P62593, DB12377
DT15923,Q5SJ79,DB02451
DT15924,Q5SJ80,DB02451
DT15925,P82543,DB02451
DT15926,P04118,DB02451
DT15927,P04118, DB04233
DT15928,P04118, DB08222
DT15929,Q56408,DB02451
DT15930,P98052,DB02451
DT15931,P30301,DB02451
DT15932,P09391,DB02451
DT15933,P09391, DB04147
DT15934,Q146M9,DB02451
DT15935,P60063,DB02451
DT15936,P83793,DB04646
DT15937,P83793, DB08453
DT15938,P83797,DB04646
DT15939,P83797, DB08453
DT15940,P83795,DB04646
DT15941,P83795, DB08453
DT15942,P83796,DB04646
DT15943,P83796, DB08453
DT15944,P83798,DB04646
DT15945,P83798, DB08453
DT15946,P25786,DB08515
DT15947,P25787,DB08515
DT15948,P25788,DB08515
DT15949,P25788, DB12695
DT15950,P25789,DB08515
DT15951,P28066,DB08515
DT15952,P60900,DB08515
DT15953,O14818,DB07558
DT15954,O14818, DB08515
DT15955,P49720,DB08515
DT15956,P28070,DB08515
DT15957,P28072,DB08515
DT15958,Q99436,DB08515
DT15959,P35089,DB04464
DT15960,P35094,DB04464
DT15961,P26789,DB02899
DT15962,P26789, DB04147
DT15963,P26789, DB04464
DT15964,P26790,DB02899
DT15965,P26790, DB04147
DT15966,P26790, DB04464
DT15967,O67854,DB08472
DT15968,O67854, DB08544
DT15969,Q16877,DB04395
DT15970,Q16877, DB04493
DT15971,P27958,DB08644
DT15972,P76045,DB04147
DT15973,P76045, DB04233
DT15974,Q9K597,DB02415
DT15975,Q9K597, DB04233
DT15976,P11488,DB02994
DT15977,P11488, DB04315
DT15978,P11488, DB04444
DT15979,P0C0Y8,DB04147
DT15980,P0C0Y8, DB08215
DT15981,P0C0Y8, DB08690
DT15982,P0C0Y9,DB04147
DT15983,P0C0Y9, DB08215
DT15984,P0C0Y9, DB08690
DT15985,P0C0Y7,DB04147
DT15986,P0C0Y7, DB08215
DT15987,P0C0Y7, DB08690
DT15988,P0A108,DB02923
DT15989,P0A108, DB07478
DT15990,P0A108, DB07610
DT15991,P54997,DB07483
DT15992,P54997, DB08319
DT15993,P09466,DB02405
DT15994,P09466, DB03796
DT15995,P09466, DB09462
DT15996,Q9Y6M4,DB04751
DT15997,Q9Y6M4, DB07488
DT15998,Q9Y6M4, DB07489
DT15999,Q9Y6M4, DB07664
DT16000,P0A0N4,DB01123
DT16001,P0A0N4, DB03608
DT16002,P0A0N4, DB03808
DT16003,P0A0N4, DB04209
DT16004,P0AC47,DB07490
DT16005,P0AC47, DB07918
DT16006,P0A8Q0,DB07490
DT16007,P0A8Q0, DB07918
DT16008,P0A8Q3,DB07490
DT16009,P0A8Q3, DB07918
DT16010,Q494W8,DB07494
DT16011,Q494W8, DB07720
DT16012,Q494W8, DB08620
DT16013,Q494W8, DB11421
DT16014,P95276,DB07496
DT16015,C0H419,DB07497
DT16016,A0A0H3JRU9,DB07497
DT16017,P03355,DB07499
DT16018,P03355, DB08331
DT16019,Q9HB40,DB07506
DT16020,P47229,DB07510
DT16021,P47229, DB07516
DT16022,P47229, DB07911
DT16023,P47229, DB07915
DT16024,P09668,DB02140
DT16025,P09668, DB03120
DT16026,P09668, DB04126
DT16027,P09668, DB08526
DT16028,P0A915,DB04147
DT16029,P0A915, DB04233
DT16030,Q48152,DB04233
DT16031,P05695,DB04233
DT16032,P32722,DB04233
DT16033,P31243,DB04233
DT16034,Q9HUR5,DB04233
DT16035,P07110,DB04147
DT16036,P07110, DB04233
DT16037,Q9RBW8,DB04233
DT16038,A5W4F4,DB04233
DT16039,Q9HVJ6,DB04233
DT16040,Q72JD8,DB04233
DT16041,O33407,DB04233
DT16042,P0CG22,DB02532
DT16043,P0CG22, DB03461
DT16044,P0CG22, DB03541
DT16045,P0CG22, DB07689
DT16046,P0CG22, DB07765
DT16047,P19784,DB07546
DT16048,P19784, DB12010
DT16049,Q70I53,DB07553
DT16050,Q70I53, DB08505
DT16051,P13073,DB02659
DT16052,P13073, DB04464
DT16053,P00414,DB02659
DT16054,P00414, DB04464
DT16055,P20674,DB02659
DT16056,P20674, DB04464
DT16057,P10606,DB02659
DT16058,P10606, DB04464
DT16059,P09669,DB02659
DT16060,P09669, DB04464
DT16061,P24311,DB02659
DT16062,P24311, DB04464
DT16063,P15954,DB02659
DT16064,P15954, DB04464
DT16065,P10176,DB02659
DT16066,P10176, DB04464
DT16067,Q02221,DB02659
DT16068,Q02221, DB04464
DT16069,P14854,DB02659
DT16070,P14854, DB04464
DT16071,P24310,DB02659
DT16072,P24310, DB04464
DT16073,P04054,DB00591
DT16074,P04054, DB00795
DT16075,P04054, DB00972
DT16076,P04054, DB02210
DT16077,P04054, DB02448
DT16078,P04054, DB02659
DT16079,P04054, DB02795
DT16080,P04054, DB02938
DT16081,P04054, DB03565
DT16082,P04054, DB03587
DT16083,P04054, DB03633
DT16084,P04054, DB04552
DT16085,P04054, DB07657
DT16086,P04054, DB07836
DT16087,P04054, DB14009
DT16088,Q7KZA3,DB02659
DT16089,P77173,DB01967
DT16090,P77173, DB02191
DT16091,P77173, DB03916
DT16092,P77173, DB04154
DT16093,Q86XF0,DB01929
DT16094,Q86XF0, DB01958
DT16095,Q86XF0, DB02001
DT16096,Q86XF0, DB02402
DT16097,Q86XF0, DB04163
DT16098,Q86XF0, DB04306
DT16099,Q86XF0, DB07862
DT16100,Q86XF0, DB08203
DT16101,Q86XF0, DB12116
DT16102,P0A6G7,DB07571
DT16103,Q9H169,DB01206
DT16104,Q9H169, DB07574
DT16105,Q91RS4,DB06290
DT16106,Q91RS4, DB07582
DT16107,Q91RS4, DB13879
DT16108,A0A6L8PZR0,DB07590
DT16109,P41020,DB02899
DT16110,P41021,DB02899
DT16111,P41022,DB02899
DT16112,Q5SII2,DB02899
DT16113,Q13627,DB07608
DT16114,Q13627, DB12010
DT16115,P0C6U8,DB07620
DT16116,P0C6U8, DB07743
DT16117,P0C6U8, DB08732
DT16118,Q53119,DB07631
DT16119,P0A6Q3,DB03813
DT16120,Q82122,DB03017
DT16121,Q82122, DB08231
DT16122,Q82122, DB08713
DT16123,Q82122, DB08714
DT16124,Q82122, DB08715
DT16125,P23008,DB03017
DT16126,P23008, DB08017
DT16127,P23008, DB08231
DT16128,P23008, DB08723
DT16129,P23008, DB08728
DT16130,P41235,DB03017
DT16131,P41235, DB05447
DT16132,P41235, DB08231
DT16133,P98155,DB03017
DT16134,P02929,DB02767
DT16135,P02929, DB03017
DT16136,P02929, DB04147
DT16137,P02929, DB08231
DT16138,Q9UNK4,DB03017
DT16139,Q9UNK4, DB03193
DT16140,Q9I194,DB03017
DT16141,Q9Y6Y9,DB00295
DT16142,Q9Y6Y9, DB02767
DT16143,Q9Y6Y9, DB03017
DT16144,Q9Y6Y9, DB08231
DT16145,O67931,DB07640
DT16146,B7JBP8,DB07640
DT16147,P54317,DB02613
DT16148,P0A805,DB04082
DT16149,P95673,DB07646
DT16150,P97253,DB07646
DT16151,P0AF14,DB07649
DT16152,Q9KEI9,DB07652
DT16153,Q3IWB0,DB01880
DT16154,Q3IWB0, DB04066
DT16155,P00436,DB01702
DT16156,P00437,DB01702
DT16157,P0A434,DB02127
DT16158,P0A434, DB02138
DT16159,P0A434, DB03347
DT16160,Q4R2T2,DB02521
DT16161,Q4R2T2, DB02552
DT16162,Q4R2T2, DB04702
DT16163,Q4R2T2, DB07661
DT16164,Q51911,DB00788
DT16165,Q51911, DB03600
DT16166,P9WK83,DB03600
DT16167,Q6ZZJ1,DB03600
DT16168,Q9H2G2,DB07664
DT16169,Q9H2G2, DB07853
DT16170,Q9H2G2, DB12010
DT16171,Q16566,DB07664
DT16172,Q16566, DB07676
DT16173,P49761,DB07664
DT16174,P49761, DB08691
DT16175,P49761, DB12010
DT16176,Q13907,DB01785
DT16177,P62623,DB01785
DT16178,P62623, DB04714
DT16179,P17412,DB07669
DT16180,P17596,DB07669
DT16181,P17413,DB07669
DT16182,Q9Y6F1,DB07677
DT16183,Q9Y6F1, DB08058
DT16184,Q9Y6F1, DB08348
DT16185,Q9Y6F1, DB09074
DT16186,Q9Y6F1, DB12332
DT16187,P58758,DB02270
DT16188,P16384,DB02270
DT16189,P9WPQ5,DB03775
DT16190,Q7Z2Z2,DB02750
DT16191,Q7Z2Z2, DB03619
DT16192,Q7Z2Z2, DB04315
DT16193,P25553,DB03619
DT16194,P33517,DB03619
DT16195,Q03736,DB03619
DT16196,Q9HCD5,DB07702
DT16197,Q9ZGI2,DB07703
DT16198,Q9ZGI2, DB08431
DT16199,Q9ZGI2, DB08759
DT16200,P9WPN5,DB07705
DT16201,P9WPN5, DB07971
DT16202,P9WPN5, DB07972
DT16203,Q9X180,DB02731
DT16204,O67636,DB03897
DT16205,O67636, DB07718
DT16206,Q88016,DB07722
DT16207,P26137,DB07726
DT16208,Q16644,DB07728
DT16209,Q16644, DB08358
DT16210,P00929,DB03171
DT16211,P00929, DB04143
DT16212,P00929, DB07732
DT16213,P00929, DB07745
DT16214,P00929, DB07748
DT16215,P00929, DB07773
DT16216,P00929, DB07890
DT16217,P00929, DB07894
DT16218,P00929, DB07925
DT16219,P00929, DB07951
DT16220,P00929, DB07952
DT16221,P00929, DB07953
DT16222,P0A2K1,DB03171
DT16223,P0A2K1, DB04143
DT16224,P0A2K1, DB07732
DT16225,P0A2K1, DB07745
DT16226,P0A2K1, DB07748
DT16227,P0A2K1, DB07773
DT16228,P0A2K1, DB07890
DT16229,P0A2K1, DB07894
DT16230,P0A2K1, DB07925
DT16231,P0A2K1, DB07951
DT16232,P0A2K1, DB07952
DT16233,P0A2K1, DB07953
DT16234,Q01581,DB07740
DT16235,P01116,DB07771
DT16236,P01116, DB07780
DT16237,P01116, DB15568
DT16238,P01116, DB15569
DT16239,Q92696,DB04464
DT16240,Q92696, DB07780
DT16241,Q92696, DB07841
DT16242,P53611,DB04464
DT16243,P53611, DB07780
DT16244,P53611, DB07841
DT16245,P9WK19,DB02909
DT16246,Q9UQM7,DB04119
DT16247,Q9UQM7, DB04447
DT16248,Q9UQM7, DB07766
DT16249,Q9UQM7, DB12010
DT16250,Q00536,DB07766
DT16251,Q00536, DB12010
DT16252,P10478,DB07767
DT16253,D2YW37,DB07767
DT16254,P0A3R9,DB07776
DT16255,P0A3R9, DB08261
DT16256,P0A3R9, DB08619
DT16257,P01889,DB04464
DT16258,P01889, DB11294
DT16259,P29377,DB04464
DT16260,P00269,DB04464
DT16261,P23882,DB04464
DT16262,P0C1V1,DB04464
DT16263,P0CG48,DB04464
DT16264,A5HEI4,DB04464
DT16265,P39300,DB04464
DT16266,P19909,DB04464
DT16267,Q8EBR3,DB07780
DT16268,P29559,DB07780
DT16269,P9WFF5,DB02552
DT16270,P9WFF5, DB07780
DT16271,Q03426,DB04695
DT16272,Q5HEB7,DB07805
DT16273,Q9AIU0,DB03467
DT16274,Q9AIU0, DB04216
DT16275,Q9AIU0, DB07810
DT16276,Q7MUW6,DB07813
DT16277,Q6P093,DB07814
DT16278,Q6P093, DB07815
DT16279,Q4L5E3,DB07817
DT16280,Q4L5E4,DB07817
DT16281,P10845,DB07818
DT16282,P10845, DB07819
DT16283,P10845, DB13900
DT16284,Q7B8V4,DB07818
DT16285,Q7B8V4, DB07819
DT16286,Q15102,DB07821
DT16287,P16112,DB02255
DT16288,O00141,DB03247
DT16289,O00141, DB07837
DT16290,O00141, DB08191
DT16291,P62617,DB02552
DT16292,P9WFF7,DB02552
DT16293,P9WFF7, DB04714
DT16294,Q13557,DB07853
DT16295,Q13557, DB08039
DT16296,Q13557, DB12010
DT16297,Q9P289,DB07853
DT16298,Q9P289, DB12010
DT16299,P47205,DB07861
DT16300,Q6UWM7,DB02185
DT16301,Q6UWM7, DB02379
DT16302,Q6UWM7, DB02471
DT16303,Q6UWM7, DB03430
DT16304,Q6UWM7, DB08430
DT16305,Q59771,DB02494
DT16306,Q59771, DB03884
DT16307,P0A1X2,DB04199
DT16308,Q7DB61,DB04199
DT16309,O52791,DB07896
DT16310,P84147,DB07898
DT16311,P53582,DB04324
DT16312,P53582, DB07901
DT16313,P53582, DB07902
DT16314,P53582, DB07903
DT16315,P07737,DB07908
DT16316,P07737, DB11638
DT16317,Q7Z3Y4,DB07909
DT16318,P04587,DB07910
DT16319,P04587, DB08115
DT16320,P9WNH5,DB07911
DT16321,Q9UHY7,DB07912
DT16322,P31013,DB03897
DT16323,Q59721,DB07914
DT16324,Q0S9X1,DB07914
DT16325,P24183,DB07918
DT16326,P0AAJ3,DB07918
DT16327,P0AEK7,DB07918
DT16328,Q72EF4,DB07918
DT16329,Q72EF3,DB07918
DT16330,P07026,DB07928
DT16331,Q9L6V3,DB04450
DT16332,P0A6A8,DB04450
DT16333,P0A6A8, DB08404
DT16334,P0A6A8, DB08405
DT16335,P53554,DB04450
DT16336,Q15067,DB03147
DT16337,Q15067, DB07930
DT16338,Q72547,DB00238
DT16339,Q72547, DB00300
DT16340,Q72547, DB00495
DT16341,Q72547, DB00625
DT16342,Q72547, DB00649
DT16343,Q72547, DB00705
DT16344,Q72547, DB00709
DT16345,Q72547, DB00879
DT16346,Q72547, DB00900
DT16347,Q72547, DB00943
DT16348,Q72547, DB01048
DT16349,Q72547, DB06198
DT16350,Q72547, DB06236
DT16351,Q72547, DB06414
DT16352,Q72547, DB06619
DT16353,Q72547, DB07935
DT16354,Q72547, DB08502
DT16355,Q72547, DB08864
DT16356,Q72547, DB09299
DT16357,Q72547, DB11365
DT16358,Q72547, DB11799
DT16359,Q72547, DB12301
DT16360,Q72547, DB12470
DT16361,Q72547, DB12753
DT16362,Q72547, DB12855
DT16363,Q72547, DB14126
DT16364,Q836J0,DB07937
DT16365,P0A017,DB07938
DT16366,P0A017, DB08234
DT16367,P0A017, DB08741
DT16368,Q15375,DB07970
DT16369,Q15375, DB12010
DT16370,P14920,DB02838
DT16371,P14920, DB02988
DT16372,P14920, DB03147
DT16373,P14920, DB03225
DT16374,P14920, DB03531
DT16375,P14920, DB03793
DT16376,P14920, DB04166
DT16377,P14920, DB07979
DT16378,A0R559,DB04714
DT16379,A0A0H2UXE9,DB02508
DT16380,P04632,DB02570
DT16381,P23458,DB02375
DT16382,P23458, DB04716
DT16383,P23458, DB08877
DT16384,P23458, DB08895
DT16385,P23458, DB11817
DT16386,P23458, DB12010
DT16387,P23458, DB12500
DT16388,P23458, DB14845
DT16389,P23458, DB14973
DT16390,P23458, DB15091
DT16391,P23458, DB15822
DT16392,P23458, DB16756
DT16393,P29597,DB04716
DT16394,P29597, DB08877
DT16395,P29597, DB08895
DT16396,P29597, DB11817
DT16397,P29597, DB12010
DT16398,P29597, DB14973
DT16399,P29597, DB16650
DT16400,Q96NX5,DB08009
DT16401,Q96NX5, DB12010
DT16402,P03302,DB03203
DT16403,P03302, DB08012
DT16404,P03302, DB08013
DT16405,P03302, DB08014
DT16406,P03302, DB08231
DT16407,P03302, DB08726
DT16408,P08758,DB00591
DT16409,P08758, DB02497
DT16410,P08758, DB02846
DT16411,P08758, DB02929
DT16412,P08758, DB03484
DT16413,P08758, DB03935
DT16414,P08758, DB03959
DT16415,P08758, DB03981
DT16416,P08758, DB09130
DT16417,P49862,DB08038
DT16418,Q6NUS8,DB01852
DT16419,Q6NUS8, DB04216
DT16420,P51852,DB03884
DT16421,P51852, DB08050
DT16422,P9WQ77,DB08071
DT16423,P24182,DB08074
DT16424,P24182, DB08075
DT16425,P24182, DB08076
DT16426,P24182, DB08144
DT16427,P24182, DB08145
DT16428,P24182, DB08146
DT16429,P24182, DB08314
DT16430,P24182, DB08315
DT16431,P24182, DB08316
DT16432,P24182, DB08317
DT16433,P24182, DB08318
DT16434,Q59EB3,DB08111
DT16435,Q969V6,DB08080
DT16436,Q8WWL2,DB08080
DT16437,P33905,DB08081
DT16438,P55407,DB08081
DT16439,P55408,DB08081
DT16440,P06396,DB01593
DT16441,P06396, DB02621
DT16442,P06396, DB09130
DT16443,P06396, DB14487
DT16444,P98002,DB04147
DT16445,P08306,DB04147
DT16446,P01593,DB04147
DT16447,P01764,DB04147
DT16448,P60981,DB04147
DT16449,P0C0X8,DB04147
DT16450,Q14494,DB04147
DT16451,P00646,DB04039
DT16452,P00646, DB04147
DT16453,P42512,DB04147
DT16454,P02689,DB01915
DT16455,P02689, DB03796
DT16456,P02689, DB04147
DT16457,P02689, DB04224
DT16458,P17315,DB02415
DT16459,P17315, DB04147
DT16460,P06716,DB04147
DT16461,P23528,DB04147
DT16462,P23528, DB09130
DT16463,P23528, DB11638
DT16464,P69856,DB04147
DT16465,Q3J170,DB04147
DT16466,Q3J1A5,DB04147
DT16467,Q3J1A6,DB04147
DT16468,Q5RT80,DB04147
DT16469,A0A0H2WWQ9,DB04147
DT16470,Q46704,DB04147
DT16471,Q46705,DB04147
DT16472,Q46702,DB04147
DT16473,Q4KH25,DB04147
DT16474,P0AD64,DB03970
DT16475,P0AD64, DB08116
DT16476,P0AD64, DB09060
DT16477,P0AD64, DB12107
DT16478,Q57193,DB03077
DT16479,P0A078,DB01882
DT16480,P0A078, DB02408
DT16481,P0A078, DB08160
DT16482,P9WHT9,DB04732
DT16483,Q8AAK6,DB08158
DT16484,Q7BJM5,DB08161
DT16485,O75116,DB08162
DT16486,O75116, DB08756
DT16487,O75116, DB12010
DT16488,O75116, DB13165
DT16489,O75116, DB13931
DT16490,O75116, DB16703
DT16491,Q6PKH6,DB04200
DT16492,Q8NMG3,DB08167
DT16493,P0AFL3,DB08168
DT16494,P26918,DB02032
DT16495,Q9KKU4,DB02032
DT16496,Q5SHN3,DB08185
DT16497,P80376,DB08185
DT16498,P80377,DB08185
DT16499,P0DOY6,DB08185
DT16500,Q5SJ76,DB08185
DT16501,Q5SJH3,DB08185
DT16502,P0DOY7,DB08185
DT16503,Q5SLQ0,DB08185
DT16504,Q5SHP2,DB08185
DT16505,P80380,DB08185
DT16506,P80373,DB08185
DT16507,Q5SHQ5,DB08185
DT16508,Q5SLP8,DB08185
DT16509,P17291,DB08185
DT16510,P0DOY9,DB08185
DT16511,P80374,DB08185
DT16512,Q5SIH3,DB08185
DT16513,P62658,DB08185
DT16514,P62661,DB08185
DT16515,P62662,DB08185
DT16516,P62663,DB08185
DT16517,P62669,DB08185
DT16518,P62660,DB08185
DT16519,P80371,DB08185
DT16520,P80372,DB08185
DT16521,Q9I5F3,DB08209
DT16522,O06796,DB08217
DT16523,P06731,DB05097
DT16524,P06731, DB08217
DT16525,Q57254,DB08217
DT16526,P12915,DB08231
DT16527,Q66282,DB08231
DT16528,P21404,DB08231
DT16529,P21404, DB08726
DT16530,P06210,DB08231
DT16531,O91734,DB08231
DT16532,P29813,DB08231
DT16533,P0A8V6,DB08231
DT16534,O75521,DB08231
DT16535,P35243,DB08231
DT16536,P09142,DB08231
DT16537,P13900,DB03203
DT16538,P13900, DB08231
DT16539,P04324,DB08231
DT16540,Q08209,DB08231
DT16541,P9WPF1,DB08231
DT16542,P22055,DB08231
DT16543,Q71LY2,DB08231
DT16544,P62330,DB01864
DT16545,P62330, DB04315
DT16546,P62330, DB08231
DT16547,Q72497,DB08231
DT16548,P43080,DB08231
DT16549,P9WH69,DB08231
DT16550,P15151,DB03203
DT16551,P15151, DB08231
DT16552,Q81R22,DB08234
DT16553,O15143,DB08235
DT16554,O15143, DB08236
DT16555,P61160,DB08235
DT16556,P61160, DB08236
DT16557,P61158,DB08235
DT16558,P61158, DB08236
DT16559,O15144,DB08235
DT16560,O15144, DB08236
DT16561,O15145,DB08235
DT16562,O15145, DB08236
DT16563,P59998,DB08235
DT16564,P59998, DB08236
DT16565,O15511,DB08235
DT16566,O15511, DB08236
DT16567,P28793,DB08249
DT16568,P28790,DB08249
DT16569,Q89ZI2,DB00428
DT16570,Q89ZI2, DB07432
DT16571,Q89ZI2, DB08255
DT16572,P0A110,DB08264
DT16573,P0A112,DB08264
DT16574,Q5SHR6,DB08266
DT16575,Q9LCC8,DB04029
DT16576,Q9A1B7,DB08272
DT16577,P23083,DB08273
DT16578,P23083, DB08294
DT16579,P23083, DB08295
DT16580,P04211,DB08273
DT16581,P04211, DB08295
DT16582,Q8KNZ7,DB08275
DT16583,Q53586,DB08307
DT16584,P9WIJ3,DB08310
DT16585,P25084,DB08324
DT16586,Q9HCP0,DB08325
DT16587,Q12866,DB08325
DT16588,Q12866, DB12010
DT16589,Q96GR2,DB08326
DT16590,Q47Q21,DB02251
DT16591,Q15418,DB04751
DT16592,Q15418, DB12010
DT16593,O75865,DB08342
DT16594,Q86SZ2,DB08342
DT16595,Q8IUR0,DB08342
DT16596,Q9Y296,DB08342
DT16597,Q9Y5R8,DB08342
DT16598,P43889,DB08344
DT16599,P13639,DB02059
DT16600,P13639, DB03223
DT16601,P13639, DB04315
DT16602,P13639, DB08348
DT16603,P13639, DB11823
DT16604,P13639, DB12688
DT16605,Q5EK40,DB08348
DT16606,Q460N3,DB08348
DT16607,Q16654,DB00755
DT16608,Q16654, DB08356
DT16609,P40406,DB08357
DT16610,Q6FEW8,DB08357
DT16611,Q9KM65,DB08364
DT16612,P44783,DB08367
DT16613,P11684,DB08373
DT16614,Q8DR59,DB00415
DT16615,Q8DR59, DB00456
DT16616,Q8DR59, DB00485
DT16617,Q8DR59, DB00493
DT16618,Q8DR59, DB00567
DT16619,Q8DR59, DB00607
DT16620,Q8DR59, DB00713
DT16621,Q8DR59, DB00739
DT16622,Q8DR59, DB01000
DT16623,Q8DR59, DB01140
DT16624,Q8DR59, DB01147
DT16625,Q8DR59, DB01163
DT16626,Q8DR59, DB01331
DT16627,Q8DR59, DB01603
DT16628,Q8DR59, DB03313
DT16629,Q8DR59, DB08375
DT16630,Q8DR59, DB08795
DT16631,Q53728,DB08376
DT16632,P14649,DB08378
DT16633,P19105,DB08378
DT16634,P12883,DB08378
DT16635,P12883, DB14921
DT16636,P35080,DB02078
DT16637,P35080, DB02580
DT16638,P61320,DB02078
DT16639,A9CJ63,DB02078
DT16640,A0A2U2H3H7,DB02078
DT16641,Q734I1,DB02078
DT16642,Q5LRQ9,DB02078
DT16643,A0A6L7H165,DB02078
DT16644,A3FMN7,DB02580
DT16645,L0DSL2,DB02580
DT16646,Q82EE4,DB02580
DT16647,Q74EF5,DB02580
DT16648,B7JA91,DB02580
DT16649,Q3JWH7,DB02580
DT16650,Q8ZIV7,DB02580
DT16651,Q2LU76,DB02580
DT16652,A7B6P0,DB02580
DT16653,Q87MW5,DB02580
DT16654,P01768,DB08396
DT16655,P01768, DB08635
DT16656,O70038,DB08401
DT16657,P05187,DB01373
DT16658,P05187, DB08413
DT16659,P07948,DB01254
DT16660,P07948, DB03023
DT16661,P07948, DB06616
DT16662,P07948, DB08901
DT16663,P07948, DB09079
DT16664,P07948, DB12010
DT16665,Q7NSZ5,DB03884
DT16666,P39639,DB03884
DT16667,A1A2B5,DB03884
DT16668,Q58L87,DB01123
DT16669,Q8WX39,DB01760
DT16670,Q8WX39, DB02924
DT16671,Q8WX39, DB03087
DT16672,Q8WX39, DB03711
DT16673,Q8WX39, DB04512
DT16674,P00524,DB08434
DT16675,P0A8P1,DB08437
DT16676,P78362,DB00173
DT16677,P78362, DB02733
DT16678,P78362, DB04395
DT16679,Q8IU85,DB08454
DT16680,Q8IU85, DB12010
DT16681,P0C8P8,DB02566
DT16682,P0C8P8, DB02940
DT16683,P29395,DB02566
DT16684,P29395, DB02940
DT16685,Q6NVY1,DB04216
DT16686,O94768,DB04216
DT16687,O94768, DB12010
DT16688,P30419,DB03062
DT16689,Q15120,DB03758
DT16690,Q15120, DB03760
DT16691,P0DM80,DB03758
DT16692,P37957,DB08475
DT16693,P37957, DB08548
DT16694,O00182,DB04472
DT16695,P04825,DB08506
DT16696,Q7CRA4,DB00319
DT16697,Q7CRA4, DB00415
DT16698,Q7CRA4, DB00456
DT16699,Q7CRA4, DB00485
DT16700,Q7CRA4, DB00493
DT16701,Q7CRA4, DB00567
DT16702,Q7CRA4, DB00607
DT16703,Q7CRA4, DB00713
DT16704,Q7CRA4, DB00739
DT16705,Q7CRA4, DB01140
DT16706,Q7CRA4, DB01163
DT16707,Q7CRA4, DB01331
DT16708,Q7CRA4, DB01603
DT16709,Q7CRA4, DB03313
DT16710,Q7CRA4, DB08508
DT16711,Q7CRA4, DB08795
DT16712,Q53901,DB08541
DT16713,P9WNW7,DB08542
DT16714,P09848,DB02376
DT16715,P09848, DB02471
DT16716,P09848, DB03389
DT16717,P09848, DB04282
